MATERNO,MAR,SOT2,BIBLIOTECA-ZONA DE TRABAJO MEDICO,78537,928308537
MATERNO,MAR,SOT2,BIBLIOTECA-Secretaría,78538,928308538
MATERNO,NORTE,SOT1,SUMINISTROS-Almacén Tránsito,78539,928308539
MATERNO,NORTE,SOT1,FARMACIA-Almacén Tránsito,78540,928308540
MATERNO,NORTE,SOT1,SUMINISTROS-Almacén Tránsito Control - 1,78541,928308541
MATERNO,NORTE,SOT1,SUMINISTROS-Almacén Tránsito Control - 2,78542,928308542
MATERNO,MAR,BAJA,EXTRACCIONES-TOMA DE MUESTRAS-Clasificación Muestras Adultos,78543,928308543
MATERNO,MAR,BAJA,EXTRACCIONES-TOMA DE MUESTRAS-Clasificación Muestras Infantiles,78544,928308544
MATERNO,MAR,BAJA,EXTRACCIONES-TOMA DE MUESTRAS-Control Extracciones Adultos,78545,928308545
MATERNO,MAR,BAJA,EXTRACCIONES-TOMA DE MUESTRAS-Control Extracciones Infantiles,78546,928308546
MATERNO,MAR,BAJA,EXTRACCIONES-TOMA DE MUESTRAS-Recepción Extracciones (Reserva),78547,928308547
MATERNO,MAR,3,GENETICA CLINICA-Despacho Médico 1,78548,928308548
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-BIO Cáncer hereditario,78549,928308549
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Hospital de Día Obstetricia,78550,928308550
MATERNO,MAR,SOT2,ARCHIVOS-Control Mesa 3,78551,928308551
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Rutina,78552,928308552
MATERNO,MAR,3,GENETICA CLINICA-Esclusa 4,78553,928308553
MATERNO,MAR,3,GENETICA CLINICA-Esclusa 5,78554,928308554
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Despacho Médico 1,78555,928308555
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Despacho Médico 2 Automatización,78556,928308556
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Despacho Médico 3 Jefe de Servicio,78557,928308557
MATERNO,MAR,3,GENETICA CLINICA-Despacho Médico 4,78558,928308558
MATERNO,MAR,3,GENETICA CLINICA-Despacho Médico 2,78559,928308559
MATERNO,MAR,3,GENETICA CLINICA-Despacho Médico 3,78560,928308560
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Diagnóstico Prenatal,78561,928308561
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Orinas,78562,928308562
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Sala de Sesiones,78563,928308563
MATERNO,MAR,3,LABORATORIO DE ANALISIS CLINICOS-Supervisión de Enfermería,78564,928308564
MATERNO,MAR,3,GENETICA CLINICA-Microscopios,78565,928308565
MATERNO,MAR,3,GENETICA CLINICA-Cultivos,78566,928308566
MATERNO,MAR,3,GENETICA CLINICA-Esclusa 1,78567,928308567
MATERNO,MAR,3,GENETICA CLINICA-Esclusa 2,78568,928308568
MATERNO,MAR,3,GENETICA CLINICA-Procesado de Muestras,78569,928308569
MATERNO,MAR,3,GENETICA CLINICA-Esclusa 3,78570,928308570
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Administrativo,78571,928308571
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Banco de Sangre,78572,928308572
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Despacho Médico-1-Jefe de Servicio,78573,928308573
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Despacho Médico-2,78574,928308574
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Despacho Médico-2,78575,928308575
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Despacho Médico-3,78576,928308576
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Despacho Médico-4-F.E.A.S.,78577,928308577
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Donante 1,78578,928308578
MATERNO,MAR,3,GENETICA CLINICA-Esclusa 1,78579,928308579
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Donante Plaquetas,78580,928308580
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Exploración,78581,928308581
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-LIBRE sin latiguillo,78582,928308582
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Inmunohematología,78583,928308583
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Laboratorio-Citometría,78584,928308584
MATERNO,MAR,3,NEONATOLOGIA-Banco de leche humana,78585,928308585
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Laboratorio-Coagulación,78586,928308586
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Laboratorio-Morfología,78587,928308587
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Sala de Sesiones,78588,928308588
MATERNO,MAR,3,LABORATORIO DE HEMATOLOGIA Y HEMOTERAPIA-Supervisión de Enfermería,78589,928308589
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Laboratorio de Análisis Clínicos,78590,928308590
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Laboratorio de Hematología,78591,928308591
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Procesado y Distribución Análisis Clínicos,78592,928308592
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Procesado y Distribución Hematología,78593,928308593
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Oficio,78594,928308594
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Secretaría-1 (Hematología),78595,928308595
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Secretaría-2,78596,928308596
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Secretaría-3,78597,928308597
MATERNO,MAR,3,LABORATORIO DE URGENCIAS-Secretaría-4,78598,928308598
MATERNO,NORTE,SOT1,COMUNICACIONES-IBERCOM NUEVO COMUNICACIONES,78599,928308599
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Neurofisiología. Secretaría,78600,928308600
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Neurofisiología. Enfermería,78601,928308601
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Neurofisiología. Jefe Servicio,78602,928308602
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Neurofisiología. Sala de Sesiones,78603,928308603
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Dietista - Sala 50,78604,928308604
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Electroencefalografía - Sala 5,78605,928308605
MATERNO,MAR,1,"CC.EE. PEDIATRIA Módulo 1-Hematología (L,M) y Neur. Pediát.(X,J,V) - Sala 6",78606,928308606
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Neurología Pediátrica - Sala 7,78607,928308607
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Neurología Pediátrica - Sala 8,78608,928308608
MATERNO,MAR,1,"CC.EE. PEDIATRIA Módulo 1-Nefrol. Pediat. (L,M,V) e Infecciosos (X,J) - Sala 9",78609,928308609
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Nefrología Pediátrica - Sala 10,78610,928308610
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Endocrinología Pediátrica - Sala 11,78611,928308611
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Endocrinología Pediátrica - Sala 12,78612,928308612
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Enfermería Educación Diabetológica - Sala 13,78613,928308613
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Trabajo de Enfermería - Sala 14,78614,928308614
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Pruebas Funcionales de Digestivo - Sala 51,78615,928308615
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Neurofisiología. Despacho Médico,78616,928308616
MATERNO,MAR,1,HOSPITAL DE DIA-Control,78617,928308617
MATERNO,MAR,1,HOSPITAL DE DIA-Trabajo de Enfermería,78618,928308618
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Potenciales Evocados Auditivos - Sala 19,78619,928308619
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Implantes - Sala 20,78620,928308620
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Otorrinolaringología - Sala 21,78621,928308621
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Sala de Fibroscopias - Sala 22,78622,928308622
MATERNO,MAR,1,"CC.EE. PEDIATRIA Módulo 2-Traumat. Ped. (M,J,V), Lactantes (X) y Neuroc.(L)",78623,928308623
MATERNO,MAR,1,"CC.EE. PEDIATRIA Módulo 2-Traum. Pediát. (M,J), Preescolares (L) y Escolares (X)",78624,928308624
MATERNO,MAR,1,"CC.EE. PEDIATRIA Módulo 2-Traumat. Pediát. (M,J) y Neonatología (L,X,V)",78625,928308625
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Cirugía Pediátrica - Sala 26,78626,928308626
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Cirugía Pediátrica - Sala 27,78627,928308627
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Alergia - Sala 28,78628,928308628
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Neumología - Sala 29,78629,928308629
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Hospital de Día Obstetricia,78630,928308630
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Traumatología - Sala de Yesos - Sala 31,78631,928308631
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Otorrinolaringología - Sala 32,78632,928308632
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Pruebas Funcionales de Digestivo 1- Sala 45,78633,928308633
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Celadores Consultas,78634,928308634
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Alergias Pediátricas - Sala 35,78635,928308635
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Alergias Pediátricas - Sala 36,78636,928308636
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Pruebas Funcionales Respiratorias - Sala 37,78637,928308637
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Neumología Pediátrica -  Sala 38,78638,928308638
MATERNO,MAR,1,"CC.EE. PEDIATRIA Módulo 3-Cardiología Pediát. (M,X,J,V) y Cirugía Cardiaca (L)",78639,928308639
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Cardiología Pediatrica - Sala 40,78640,928308640
MATERNO,MAR,1,"CC.EE. PEDIATRIA Módulo 3-Cardiología Pediát. (M,J) y Neonatología (L,X,V))",78641,928308641
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Digestivo Pediátrico - Sala 42,78642,928308642
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Digestivo Pediátrico - Sala 43,78643,928308643
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Endoscopias Digestivas - Sala 44,78644,928308644
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Pruebas Funcionales de Digestivo 2 - Sala 45,78645,928308645
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Electrocardiografía y Estudios de Holter - Sala 46,78646,928308646
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Ergometría - Sala 47,78647,928308647
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Pruebas Funcionales de Alergia - Sala 48,78648,928308648
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Secretaría de Cardiología Pediátrica,78649,928308649
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Recepción de Muestras,78650,928308650
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Secretaría - 1,78651,928308651
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Secretaría - 2,78652,928308652
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Secretaría - 3,78653,928308653
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Secretaría - 4,78654,928308654
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Tallado y Macro,78655,928308655
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Microscopía Docente,78656,928308656
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Microscopía Fluorescencia,78657,928308657
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Análisis de Imagen,78658,928308658
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Microfotografía,78659,928308659
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Supervisión de Enfermería,78660,928308660
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-5,78661,928308661
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-2,78662,928308662
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-3,78663,928308663
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-4,78664,928308664
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-1- Jefe de Servicio,78665,928308665
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-6 – Jefe Sección,78666,928308666
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-7,78667,928308667
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-8,78668,928308668
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-9,78669,928308669
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-10,78670,928308670
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-11,78671,928308671
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-12,78672,928308672
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-13,78673,928308673
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-14,78674,928308674
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-15,78675,928308675
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-16,78676,928308676
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Despacho Médico-17,78677,928308677
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Sala de Reuniones,78678,928308678
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Laboratorio General - 1,78679,928308679
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Laboratorio General - 2,78680,928308680
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Laboratorio 1 Patología Molecular,78681,928308681
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Laboratorio 2 Patología Molecular,78682,928308682
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Laboratorio 3 Patología Molecular,78683,928308683
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Citología,78684,928308684
MATERNO,MAR,2,ANATOMIA PATOLOGICA-Citología Citotécnicos,78685,928308685
MATERNO,NORTE,SOT1,SUMINISTROS-Departamento Logística - 2,78686,928308686
MATERNO,MAR,3,CONSULTAS EXTERNAS DE ANESTESIA-DESPACHO-1,78687,928308687
MATERNO,MAR,3,CONSULTAS EXTERNAS DE ANESTESIA-DESPACHO-2,78688,928308688
MATERNO,MAR,3,CONSULTAS EXTERNAS DE ANESTESIA-ENFERMERIA,78689,928308689
MATERNO,MAR,1,CC.EE. PEDIATRIA -Supervisión de Enfermería,78690,928308690
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Admisión-1,78691,928308691
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 1-Admisión-2,78692,928308692
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Admisión-1,78693,928308693
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Admisión-2,78694,928308694
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Admisión-1,78695,928308695
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 3-Admisión-2,78696,928308696
MATERNO,MAR,1,CC.EE. PEDIATRIA Módulo 2-Potenciales y Otoemisiones - Sala 33,78697,928308697
MATERNO,CENTRAL,SOT1,ADMISION-Propuestas 1,78698,928308698
MATERNO,CENTRAL,SOT1,ADMISION-Propuestas 2,78699,928308699
MATERNO,CENTRAL,SOT1,ADMISION-Propuestas 3,78700,928308700
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Ginecología Oncología Pélvica - Sala 1,78701,928308701
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Enfermería Oncológica - Sala 2,78702,928308702
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Patología Mama - Sala 3,78703,928308703
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Patología Mama - Sala 4,78704,928308704
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Patología Cervical - Sala 5,78705,928308705
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Ginecología - Sala 6,78706,928308706
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Patología del Suelo Pélvico - Sala 7,78707,928308707
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Patología del Suelo Pélvico - Sala 8,78708,928308708
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Reproducción Humana - Sala 9,78709,928308709
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Enfermería Reproducción Humana - Sala 10,78710,928308710
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Hospital de Día Ginecológico - Sala 11,78711,928308711
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Reproducción Humana - Sala 12,78712,928308712
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Trabajo de Enfermería-2,78713,928308713
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta GIN80,74684,928308714
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Patología Cervical - Sala 15,78715,928308715
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Consulta de Ginecología Oncología Pélvica - Sala 16,78716,928308716
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Hospital de Día Ginecológico Técnica -Sala 17,78717,928308717
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Consulta de Ecografía - Sala 18,78718,928308718
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Consulta de Ecografía - Sala 19,78719,928308719
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Consulta de Ecografía - Sala 20,78720,928308720
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Consulta de Obstetricia - Sala 21,78721,928308721
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Consulta de Obstetricia - Sala 22,78722,928308722
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Consulta de Ecografía - Sala 23,78723,928308723
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Fisiopatología Fetal - Sala 24,78724,928308724
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Educación Diabetológica Enfermería,78725,928308725
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Admisión - 1 Ginecología,78726,928308726
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Admisión - 2 Ginecología,78727,928308727
MATERNO,MAR,2,CC.EE. MODULO 2 OBSTETRICIA-Trabajo de Enfermería-1,78728,928308728
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Supervisión Enfermería-Sala 13,78729,928308729
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Secretaría de Ecografía,78730,928308730
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Admisión - 1 Obstetricia,78731,928308731
MATERNO,MAR,2,CC.EE. Módulo 2 OBSTETRICIA-Admisión - 2 Obstetricia,78732,928308732
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Enfermería Reproducción Humana - Sala 10,78733,928308733
MATERNO,MAR,2,CC.EE. Módulo 1 GINECOLOGIA-Trabajo de Enfermería-3,78734,928308734
MATERNO,NORTE,BAJA,URGENCIAS GINECOLOGIA-Box - 2,74752,928444752
MATERNO,NORTE,BAJA,URGENCIAS GINECOLOGIA-Despacho Médico,74755,928444755
MATERNO,NORTE,BAJA,URGENCIAS GINECOLOGIA-Paritorio - 1,74761,928444761
MATERNO,NORTE,BAJA,URGENCIAS GINECOLOGIA-Cuarto Ventiladores,74772,928444772
MATERNO,NORTE,BAJA,URGENCIAS GINECOLOGIA-Quirófano,74774,928444774
MATERNO,NORTE,BAJA,URGENCIAS GINECOLOGIA-Admisión-2,74519,928444519
MATERNO,NORTE,BAJA,URGENCIAS GINECOLOGIA-Control Celadores,74521,928444521
MATERNO,CENTRAL,BAJA,URGENCIAS PEDIATRIA-BOX LACTANTES,74672,928444672
MATERNO,CENTRAL,BAJA,URGENCIAS PEDIATRIA-Oficio,74673,928444673
MATERNO,CENTRAL,2,CIRUGIA PEDIATRICA-Secretaría,74675,928444675
MATERNO,NORTE,2,QUIROFANO-Despacho Información Familiares 2,74499,928444499
MATERNO,NORTE,SOT1,SUMINISTROS-,74501,928444501
NORTE,NORTE,SOT1,SUMINISTROS-,74502,928444502
MATERNO,CENTRAL,7,TOCOGINECOLOGIA-Laboratorio,74624,928444624
MATERNO,MAR,BAJA,FARMACIA DISPENSACION-Administrativo,78848,928308848
MATERNO,MAR,BAJA,FARMACIA DISPENSACION-Almacén,78849,928308849
MATERNO,CENTRAL,BAJA,CC.EE. PEDIATRIA -Dispensación Ambulantes Diabetes,78756,928308756
MATERNO,CENTRAL,2,ANESTESIA Y REANIMACION-Despacho U.D.O.,74904,928444904
MATERNO,CENTRAL,2,ANESTESIA Y REANIMACION-Dormitorio Médico 1,74905,928444905
MATERNO,CENTRAL,2,ANESTESIA Y REANIMACION-Dormitorio Médico 2,74906,928444906
MATERNO,CENTRAL,2,ANESTESIA Y REANIMACION-Sala de Reuniones,74907,928444907
MATERNO,CENTRAL,2,ANESTESIA Y REANIMACION-Jefe de Sección,74908,928444908
MATERNO,CENTRAL,2,ANESTESIA Y REANIMACION-Jefe de Servicio,74909,928444909
MATERNO,CENTRAL,2,ANESTESIA Y REANIMACION-Secretaría de Anestesia,74910,928444910
MATERNO,CENTRAL,2,GENETICA CLINICA-Secretaría  Genética,74911,928444911
MATERNO,CENTRAL,2,GENETICA CLINICA-Consulta Médica Genética,74912,928444912
MATERNO,CENTRAL,2,SUBDIRECCION DE ENFERMERIA-Supervisión General S.A.F. ,74913,928444913
MATERNO,CENTRAL,2,OTORRINOLARINGOLOGIA-Secretaría,74720,928444914
MATERNO,CENTRAL,2,GENETICA CLINICA-Consulta Médica Genética,74915,928444915
MATERNO,CENTRAL,2,PEDIATRIA-Sala de Sesiones,74916,928444916
MATERNO,CENTRAL,2,PEDIATRIA-JEFE DE SERVICIO,74917,928444917
MATERNO,CENTRAL,2,PEDIATRIA-Secretaría,74918,928444918
MATERNO,CENTRAL,2,PEDIATRIA-Despacho Médico,74919,928444919
MATERNO,CENTRAL,2,UNIDAD DE DOCENCIA MULTIPROFESIONAL-Coordinación unidad docente,74920,928444920
MATERNO,CENTRAL,2, PSIQUIATRIA-Secretaría U.Hospitalización Breve Infanto Juvenil,74921,928444921
MATERNO,CENTRAL,2,OTORRINOLARINGOLOGIA-Screening de Hipoacusia  1,74922,928444922
MATERNO,CENTRAL,2,OTORRINOLARINGOLOGIA-Screening de Hipoacusia 2,74923,928444923
MATERNO,NORTE,1,UNIDAD DE DOCENCIA MULTIPROFESIONAL-Secretaría,74924,928444924
MATERNO,NORTE,1,UNIDAD DE DOCENCIA MULTIPROFESIONAL-Jefe de Estudios Obstetricia y Ginecología,74925,928444925
MATERNO,NORTE,1,SERVICIOS GENERALES-Fotocopiadora,74926,928444926
